-0.0,0.0,0.0,-0.95257324,0.0,1.6388947,0.0,-0.88909477,0.7363382,0.0,0.0,-0.0,-0.0,0.0,-1.6253791,-0.0,0.0,-2.4040608,-1.1011407,-0.0,-0.0,-0.0,-1.3566629,2.1002007,-0.7560924,-0.0,-1.0809822,0.6860067,0.9217153,-0.0,-1.1545055,-1.6354567
0.0,-0.0,1.152622,0.7476126,-0.0,0.0,2.4705217,-2.0425782,-0.0,0.6859286,-0.0,-0.87030876,-0.0,-0.65238196,0.0,-1.0746964,-0.0,0.61687064,0.0,-0.0,0.0,-0.6558344,-0.0,1.0204579,-0.0,1.6001385,-1.5347285,1.3135735,-0.71433973,0.0,0.0,0.0
-0.81184524,-2.4559035,0.78639716,0.0,1.2852435,1.9752474,0.0,1.1079268,1.4728557,0.0,-1.4144392,0.0,0.0,0.0,0.0,0.0,-1.4836605,-0.0,0.0,-0.8955056,0.0,-0.0,1.820894,2.188964,2.1841109,-0.0,0.0,1.0697484,-0.0,-0.0,-1.0380638,0.0
-0.0,2.263221,-2.1381733,-1.1875024,0.0,-1.3525786,-1.1142399,0.0,-1.2529658,-1.7901311,0.0,-1.0886441,0.8511195,-2.2109268,-0.0,2.8628566,-1.6117606,0.0,-0.0,-1.0463891,0.0,-0.0,0.0,1.4260197,0.0,-0.0,-1.637471,0.0,0.0,-0.0,0.0,-0.0
-0.0,-0.95472306,-1.6059833,0.0,1.1084414,-0.917685,0.0,0.0,1.6721463,0.0,1.3172145,1.127967,-0.0,2.0662758,-0.0,0.9930336,0.0,1.8221081,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,1.561498,1.6109595,0.0,-1.304391,-0.8837068,-2.1968718,-0.0
-0.0,-1.0108746,-0.0,-0.83905697,-0.86771303,-0.8451788,0.0,0.0,-0.0,-0.0,1.2376878,-0.0,0.84366614,-0.0,-2.3603733,-1.2343102,-1.0988314,1.4685719,-0.0,-0.0,-0.0,0.0,-1.1068728,0.0,0.0,0.91494435,-0.7930577,-0.0,0.0,-0.8627782,0.82182306,-0.0
0.98628825,-0.94418436,0.0,-0.0,0.912727,-0.0,-0.82011527,-1.2647899,-0.0,0.0,-0.0,-0.0,0.0,-0.0,1.1958075,1.3875796,-1.1766269,0.0,-0.94458646,0.7452017,-0.0,1.0255457,-1.2219173,0.7301964,1.3948733,-0.0,0.0,-0.0,0.0,0.0,1.2237611,-0.0
-0.0,-0.0,0.0,0.7730575,-1.7359896,-0.0,1.6360118,0.91423905,1.2143155,-1.7333602,0.0,-0.0,1.7705531,0.0,0.0,-0.0,0.0,-1.5072638,0.0,1.4338062,-0.0,-0.88036346,-0.9358446,-0.0,0.0,-1.9721403,1.3833212,-0.0,-0.8939664,-0.0,-0.85476834,0.0
0.0,-0.0,0.0,-0.0,0.0,0.9794806,0.0,-2.3613882,-0.0,-0.8441822,-1.0797675,-0.764886,0.0,1.0398568,-1.5359205,0.0,-1.1814958,1.381569,2.3742623,0.0,0.81525946,0.9364429,1.4566891,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.79244894,2.5821686
0.0,-0.0,1.1883719,0.0,-0.0,0.0,1.150597,-0.0,-0.0,0.0,0.0,-2.1746259,-0.0,1.0060681,-0.0,0.0,0.0,-1.6568328,-0.0,0.90479696,-0.98238033,1.0918018,0.0,-1.8802073,-1.1108668,2.5221107,-1.1686784,-1.0236087,1.6501412,-1.6332532,-0.0,-0.0
0.0,-0.9445099,-0.0,2.0000913,-2.0384665,-0.0,0.0,-1.0670553,-0.0,1.6734046,0.0,-0.0,0.74451625,0.0,-0.0,0.0,-0.9296615,0.8205383,0.76549274,-0.0,1.0256177,0.8167405,-0.0,-0.0,-0.0,-0.0,1.1305368,0.0,-1.5073669,-1.0381087,-1.189779,0.0
-0.0,0.0,0.9243564,0.0,-0.0,0.0,0.0,-0.7028557,-1.1191617,1.1346816,-0.0,0.0,-1.0405179,-0.0,0.0,0.0,0.0,-0.0,2.6418262,1.9179521,0.0,-1.1382263,-1.3720785,-1.1508644,-1.3030711,-0.90712976,1.264579,-1.7234696,0.68653965,-0.0,0.0,0.0
-0.0,0.0,-0.0,-1.7750089,-0.0,-0.8190729,-1.4964768,-0.66144073,-0.7187237,-1.2400259,2.1555507,-0.0,-0.0,-0.0,-0.0,-0.0,1.429364,0.5569479,-1.1434469,-0.9108204,0.6337315,2.2817116,0.0,-0.0,-0.0,1.1644497,0.6440105,0.0,-0.0,0.0,0.0,-0.0
0.90473795,1.6088805,1.9461749,0.0,-1.1596338,2.5941808,0.0,-0.0,1.7078563,-1.2700821,1.3770628,-1.5037968,0.0,1.6977011,-0.0,0.0,-0.0,0.0,-0.0,0.0,-1.2437694,-0.0,-0.84256256,-0.0,0.0,0.0,1.1503906,1.8810418,-0.0,0.0,-0.0,-1.5301582
-0.0,0.0,0.0,0.72835016,-0.9195851,0.0,-0.0,-0.0,-1.2572925,-1.0926946,-0.0,1.8156832,0.0,1.0278451,-0.9731309,-0.0,1.083056,0.0,1.3111864,0.0,0.9029446,1.1639556,-0.0,-0.0,0.0,-0.65038514,0.0,-0.88597184,-1.5645611,0.0,0.0,-0.66103613
-1.0232468,-1.7875663,0.0,1.3236834,1.0772799,-0.0,0.0,-0.0,-0.0,1.7493353,0.9337749,-1.7700745,-1.2103922,0.0,-1.090439,2.3327785,-1.0347996,0.0,1.3307813,-1.2935262,0.0,0.0,0.0,-0.9795181,0.0,2.0159984,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.7376485,-0.0,-2.5899942,0.0,-0.0,-0.0,-0.0,-1.1607753,0.0,-1.5075735,0.745439,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.8955194,-0.0,-0.94693667,1.3980054,-1.4926134,1.7359486,0.0,-2.1976538,-0.0,0.96311826,-1.4355398,-1.3250003,0.0,0.0,1.8968068
